会员卡号,入会时间,性别,会员卡级别,工作地,所属国家,年龄
29419,2007/4/1,男,4,广东,CN,47
60156,2011/11/20,女,4,江苏,CN,54
52344,2013/1/5,男,4,广东,CN,49
5289,2012/5/24,女,4,江苏,CN,28
48553,2008/12/18,男,4,台湾,TW,55
60129,2012/1/7,男,4,重庆,CN,46
37506,2010/11/26,男,4,海口,CN,34
1969,2013/3/11,女,4,广东,CN,35
4349,2010/2/8,男,4,上海,CN,30
6528,2012/6/28,男,4,上海,CN,38
9263,2011/10/31,女,4,上海,CN,29
27397,2012/1/28,女,4,上海,CN,27
29310,2005/8/30,男,4,CA,US,51
40988,2011/3/7,男,4,上海,CN,46
48077,2008/2/18,男,4,上海,CN,45
49046,2009/9/18,男,4,广东,CN,32
54592,2005/11/23,男,4,上海,CN,41
38100,2005/3/31,男,4,广东,CN,50
9002,2010/2/23,男,4,河南,CN,40
9100,2010/12/20,男,4,辽宁,CN,34
19030,2006/10/18,男,4,广东,CN,38
25644,2013/3/8,男,4,Daejeon,KR,60
24766,2012/7/1,男,4,湖北,CN,37
11393,2007/4/4,男,4,广东,CN,42
54457,2012/8/14,男,4,广东,CN,40
41150,2011/3/18,男,4,陕西,CN,42
45007,2007/12/2,男,4,广东,CN,32
314,2011/11/30,女,4,辽宁,CN,28
22000,2009/2/14,男,4,北京,CN,31
27526,2012/11/6,男,4,上海,SG,57
31743,2010/5/7,男,4,上海,CN,30
18352,2011/2/4,男,4,广东,CN,35
30661,2009/5/30,女,4,CA,US,37
24976,2012/10/10,女,4,湖南,CN,28
40326,2009/10/5,女,4,天津,CN,38
23741,2011/11/14,女,4,河南,CN,45
51438,2012/4/26,男,4,浙江,CN,38
43007,2012/11/17,男,4,湖北,CN,47
26945,2006/3/28,男,4,新疆,CN,42
13933,2012/11/10,男,4,广东,CN,55
41217,2011/4/15,女,4,北京,CN,41
2935,2008/3/19,男,4,广东,CN,65
36088,2010/11/17,男,4,广东,CN,32
55886,2012/9/11,女,4,广东,CN,26
13806,2010/11/12,男,4,福建,CN,37
43464,2013/2/8,男,4,.,CN,31
436,2012/10/2,男,4,广东,CN,28
33942,2012/9/17,男,4,SINGAPORE,SG,44
9328,2012/5/15,男,4,广东,CN,37
12503,2008/11/22,女,4,广东,CN,41
2350,2005/9/30,男,4,上海,CN,52
7836,2011/7/15,女,4,辽宁,CN,42
9307,2012/3/13,女,4,上海,CN,35
11184,2005/6/3,男,4,,CN,40
11790,2007/11/11,男,4,上海,CN,50
19920,2012/8/24,女,4,广东,CN,32
24415,2012/7/18,女,4,广东,CN,24
25860,2010/7/23,男,4,,CN,48
28681,2012/2/27,男,4,广东,CN,35
31836,2010/12/26,女,4,贵州,CN,43
31952,2011/2/8,女,4,上海,CN,30
33153,2011/12/26,男,4,高雄,TW,34
37329,2009/2/25,男,4,上海,CN,41
40378,2010/2/16,男,4,广东,CN,29
45366,2012/3/15,女,4,广东,CN,28
48607,2008/10/15,男,4,上海,CN,47
51579,2012/6/15,女,4,上海,CN,39
60797,2012/8/13,男,4,广东,CN,56
61967,2013/3/2,女,4,辽宁省,CN,23
61990,2012/3/30,男,4,辽宁,CN,39
59488,2011/6/19,女,4,广东,CN,27
25011,2012/9/11,女,4,上海市,CN,33
42028,2012/2/23,男,4,广东,CN,42
6105,2012/7/27,男,4,PENNSYLVANIA,US,19
19450,2008/7/31,女,4,广东,CN,21
31502,2011/9/14,男,4,广东,CN,31
3889,2009/7/3,男,4,广东,CN,49
19946,2012/9/30,男,4,上海,CN,28
4173,2010/2/28,男,4,广东,CN,54
2814,2008/2/6,女,4,广东,CN,39
4875,2010/12/26,女,4,上海,CN,39
54885,2006/8/22,男,4,北京,CN,55
2845,2007/11/13,女,4,广东,CN,49
53122,2013/3/22,男,4,辽宁,CN,56
4147,2011/9/15,男,4,Gyeongsangbuk-do,KR,35
7737,2012/2/15,女,4,Chungcheongnam-do,KR,66
14476,2012/4/13,男,4,Gyeonggi-do,KR,41
40125,2011/7/15,男,4,SEOUL,KR,55
48830,2011/1/5,男,4,Songpa-gu,KR,62
50343,2011/12/5,男,4,Seoul,KR,53
61585,2009/10/5,男,4,辽宁,CN,62
61666,2010/3/6,女,4,,KR,45
61777,2012/8/3,男,4,Busan,KR,42
2351,2005/10/13,男,4,广东省,CN,55
33714,2012/7/23,男,4,新疆,CN,51
45908,2006/10/7,女,4,北京,CN,47
9418,2012/11/13,女,4,广东,CN,27
35218,2009/11/8,男,4,广东,CN,40
51292,2012/7/24,男,4,广东,CN,31
28966,2013/2/26,男,4,北京,CN,42
11890,2007/12/14,男,4,广东,CN,37
30931,2008/12/26,男,4,北京,CN,37
44095,2011/12/10,男,4,辽宁,CN,43
9094,2010/12/20,女,4,广东,CN,28
23882,2012/1/24,女,4,上海市,CN,42
26319,2010/2/5,女,4,辽宁,CN,38
48582,2008/8/25,男,4,广东,CN,52
52089,2012/10/12,男,4,四川,CN,26
54323,2011/8/1,男,4,上海,CN,35
54666,2006/3/1,女,4,广东,CN,40
55429,2009/8/20,女,4,上海,CN,41
17392,2009/8/8,男,4,,CN,43
6825,2012/8/14,男,4,北京,CN,47
27115,2010/1/5,女,4,辽宁,CN,34
42880,2012/8/10,女,4,广东,CN,38
12663,2009/10/14,女,4,广东,CN,33
19768,2006/1/5,女,4,广西,CN,40
52199,2012/11/18,女,4,云南省,CN,43
60984,2012/9/3,男,4,天津,CN,32
20062,2013/2/25,男,4,湖北,CN,36
49176,2011/12/14,男,4,上海,CN,38
38849,2007/12/4,女,4,广东,CN,62
33041,2012/3/3,男,4,福建,CN,47
37296,2008/3/28,男,4,,TW,42
31538,2010/5/26,男,4,上海,CN,53
41325,2013/1/30,男,4,湖北,CN,37
155,2010/12/29,女,4,北京,CN,32
15959,2012/8/24,女,4,北京,CN,37
36299,2011/11/21,男,4,北京,CN,30
47034,2013/2/27,女,4,广西,CN,28
46234,2007/4/19,男,4,广东,CN,43
61804,2012/2/10,男,4,Gyeonggi-do,KR,41
31214,2009/8/31,女,4,广东,CN,40
52314,2012/12/22,男,4,浙江,CN,37
43308,2013/2/27,男,4,北京,CN,42
60076,2012/3/14,男,4,沈阳,CN,40
61359,2013/2/25,男,4,辽宁,CN,38
28414,2010/3/23,男,4,浙江,CN,43
37139,2007/4/28,男,4,北京,CN,52
43191,2012/11/18,女,4,北京,CN,60
1386,2010/4/11,男,4,上海,CN,42
33895,2012/10/22,男,4,湖南,CN,32
9878,2006/11/1,女,4,上海,CN,47
33967,2013/3/6,女,4,广东,CN,60
42806,2012/10/28,女,4,广东,CN,33
58193,2009/6/18,男,4,贵州,CN,48
56917,2007/12/20,女,4,,HK,51
34519,2012/12/4,女,4,广东,CN,31
11408,2007/5/5,男,4,北京,CN,45
45370,2012/2/27,男,4,辽宁,CN,32
9380,2012/9/3,男,4,广东,CN,47
29405,2007/5/21,男,4,广东,CN,36
9391,2012/9/26,男,4,广东,CN,38
50874,2011/9/12,女,4,河南,CN,28
12532,2008/6/10,女,4,福建,CN,40
23974,2012/12/31,女,4,浙江,CN,37
474,2012/12/25,男,4,广东省,CN,28
2964,2008/12/5,男,4,广西,CN,32
2592,2007/7/15,男,4,广东,CN,47
48247,2008/5/13,男,4,重庆,CN,47
6492,2012/7/8,男,4,hong kong,CN,34
1287,2009/1/21,男,4,广东,CN,49
36068,2010/10/29,女,4,广东,CN,33
19551,2010/4/25,女,4,广东,CN,29
55876,2012/8/29,男,6,北京,CN,47
26287,2011/8/19,女,4,黑龙江,CN,37
7618,2010/1/31,男,4,,KR,58
24449,2012/5/1,女,4,-,CN,27
24858,2012/10/31,男,4,CA,CN,59
62386,2011/9/1,男,4,北京,CN,47
54353,2011/11/8,男,4,广东,CN,30
52297,2013/2/7,男,4,上海,CN,42
13098,2010/9/6,男,4,广东,CN,40
59735,2012/1/13,男,4,北京,CN,29
3892,2011/1/20,男,4,广东,CN,54
59211,2012/11/10,女,4,安徽省,CN,48
6791,2012/12/30,男,4,马来西亚,MY,52
31838,2010/10/12,男,4,广东省,CN,48
6784,2012/9/1,女,4,广东,CN,25
11240,2005/7/11,女,4,上海,CN,36
15785,2012/7/25,女,4,.,CN,32
16250,2012/12/31,男,4,河南,CN,30
18994,2006/9/27,女,4,上海,CN,37
33857,2012/11/30,女,4,上海,CN,29
55695,2011/11/1,男,4,上海,CN,35
18061,2007/1/11,男,4,新疆,CN,42
19284,2007/3/13,男,4,河南,CN,56
16677,2009/4/24,男,4,辽宁,CN,34
7155,2012/11/29,男,4,辽宁,CN,31
35195,2009/8/28,女,4,黑龙江,CN,32
9206,2011/6/14,男,4,广东,CN,41
469,2012/12/11,女,4,广东,CN,27
28266,2007/6/21,女,4,广东,CN,51
29823,2007/12/8,男,4,北京,CN,42
27380,2011/12/22,女,4,广东,CN,38
16060,2012/12/9,男,4,-,CN,25
45376,2012/3/6,男,4,广东,CN,38
26262,2012/6/4,男,4,.,CN,54
22078,2009/3/3,男,4,海南,CN,27
45572,2005/12/20,男,4,广东,CN,59
43284,2013/3/19,男,4,广东,CN,28
58996,2011/2/27,女,4,广东,CN,29
44880,2008/11/15,女,4,北京,CN,42
38897,2008/4/17,女,4,福建,CN,56
48202,2008/10/7,女,4,福建,CN,38
54100,2010/1/26,男,4,广东,CN,54
6882,2012/8/23,男,4,福建,CN,45
807,2006/8/18,女,4,广东,CN,41
17626,2005/10/18,男,4,,CN,
55776,2012/4/1,男,4,上海,CN,46
18183,2010/5/3,男,4,广东,CN,37
3909,2009/2/23,男,4,广东,CN,33
28656,2012/1/10,男,4,北京,CN,33
55934,2012/11/12,男,4,湖北,CN,24
42047,2012/1/9,男,4,湖南,CN,30
55333,2007/11/5,男,4,北京,CN,67
9037,2010/11/19,女,5,广东,CN,30
7169,2012/12/22,女,4,上海,CN,36
48132,2008/4/13,男,4,广东,CN,36
3189,2006/1/10,女,4,辽宁,CN,39
43251,2013/3/18,男,4,吉林省,CN,34
22964,2010/11/14,男,4,广东省,CN,48
23509,2011/9/11,女,4,广东,CN,37
28748,2012/2/26,男,4,江苏,CN,37
35989,2006/3/31,男,4,,,44
16888,2012/2/27,女,4,Daegu,KR,21
50346,2011/12/22,男,4,Gyeongsangbuk-do,KR,54
50443,2011/4/12,男,4,Incheon,KR,47
43309,2013/2/27,女,4,北京,CN,46
61984,2012/9/25,女,4,广西,CN,19
34518,2012/12/13,男,4,广东,CN,34
27638,2005/12/28,男,4,上海,CN,41
60087,2011/11/30,男,4,上海,CN,28
47573,2007/9/1,男,4,WISCONSIN,US,43
6329,2012/6/28,男,4,湖北,CN,27
2913,2008/1/9,男,4,广东,CN,33
58314,2009/10/10,男,4,广东,CN,33
10415,2010/9/25,女,4,,CN,28
8033,2013/1/17,男,4,辽宁,CN,42
30274,2008/7/27,男,4,湖北,CN,47
24293,2011/6/27,女,4,上海,CN,46
61080,2012/11/14,男,4,广东,CN,31
54757,2006/5/13,男,4,天津,CN,46
13013,2009/4/27,男,4,广东,CN,36
154,2010/12/29,男,4,广东,CN,45
57612,2008/11/11,女,4,广东,CN,35
56914,2008/3/13,男,4,,HK,36
44288,2012/10/8,女,4,.,CN,46
17176,2012/4/12,男,4,辽宁,CN,24
10524,2011/7/14,女,4,黑龙江,CN,31
49526,2012/6/28,男,4,广东,CN,32
40204,2011/8/1,女,4,贵州,CN,47
27443,2012/6/19,男,4,广东,CN,48
18424,2011/9/14,女,4,广东,CN,58
55110,2007/1/19,男,4,广东,CN,44
18365,2011/4/18,女,4,广东,CN,33
53634,2006/4/29,男,4,,CN,55
57288,2008/5/26,女,4,广东,CN,33
57424,2008/7/1,男,4,北京,CN,45
5026,2011/5/11,男,4,福州,CN,42
40014,2009/2/13,男,4,湖南,CN,42
12362,2008/6/12,男,4,湖南,CN,53
7720,2010/6/17,男,4,辽宁省,CN,46
9003,2010/2/23,男,4,辽宁,CN,48
34908,2013/1/31,女,4,辽宁,CN,42
8362,2011/6/22,男,4,浙江,CN,34
4506,2012/8/2,女,4,福建,CN,30
16243,2012/12/7,男,4,`,CN,33
10953,2013/3/23,男,4,浙江,CN,24
35604,2006/11/28,女,4,北京,CN,39
31676,2010/5/29,男,4,广东,CN,63
36338,2012/2/27,男,4,浙江,CN,36
31238,2009/10/27,男,4,上海,CN,40
39167,2008/10/15,男,4,广东省,CN,35
12538,2010/1/4,男,4,浙江,CN,34
35269,2010/4/26,男,4,新疆,CN,41
42169,2012/10/26,女,4,武汉,CN,37
171,2011/1/13,男,4,辽宁,CN,38
38023,2004/12/15,男,4,湖南省,CN,44
4146,2011/9/18,女,4,Seoul,KR,32
42944,2012/10/2,男,4,Seoul,KR,32
43911,2011/2/4,男,4,江苏,CN,35
3040,2008/2/14,男,4,北京,CN,45
5319,2011/3/22,男,4,广东,CN,45
45969,2006/9/28,男,4,湖北,CN,49
18263,2010/12/29,女,4,广东,CN,30
33661,2012/6/17,男,4,湖北,CN,39
6521,2012/6/6,男,4,河南,CN,41
19127,2006/12/25,男,4,广东,CN,39
9916,2006/12/22,男,4,北京,CN,36
19674,2011/5/1,男,4,江苏,CN,64
21654,2008/10/14,男,4,广东省,CN,34
27155,2010/11/1,男,4,北京,CN,55
2107,2005/3/29,男,4,广东,CN,36
9459,2013/3/26,男,4,北京,CN,36
50369,2011/6/30,男,4,广东,CN,52
4076,2009/4/8,男,4,新疆,CN,45
14618,2011/10/31,女,4,陕西,CN,39
46736,2012/3/3,男,4,Bavaroa,DE,62
17156,2012/5/21,女,4,辽宁,CN,45
532,2005/11/25,男,4,广东,CN,40
21886,2009/2/9,男,4,广东,CN,24
23434,2011/6/6,男,4,湖南,CN,30
34159,2012/11/24,男,4,广东,CN,43
55891,2012/9/16,男,4,浙江,CN,27
15439,2012/6/7,男,4,山东,CN,38
1501,2011/5/10,男,4,山东,CN,28
45440,2012/7/31,男,4,广东,CN,33
26754,2007/6/19,男,4,吉林,CN,55
10941,2013/3/13,男,4,北京,CN,31
11386,2007/5/17,男,4,上海,CN,54
43099,2012/10/9,男,4,湖北,CN,31
46644,2011/9/5,女,4,广东,CN,34
47364,2005/8/22,女,4,广东,CN,39
51144,2012/2/22,男,4,北京,CN,41
55858,2012/8/10,男,4,山西,CN,53
15124,2012/10/14,女,4,福建,CN,38
36305,2011/11/21,男,4,浙江,CN,36
35406,2011/7/10,男,4,山东,CN,57
11229,2005/7/15,男,4,广东,CN,41
51866,2012/8/20,男,4,广东,CN,41
28382,2009/10/29,男,4,广东省,CN,29
46595,2011/5/31,女,4,广东,CN,28
50124,2011/7/11,女,4,湖北,CN,39
62657,2007/5/16,男,4,辽宁,CN,36
49817,2010/7/26,男,4,广东,CN,41
43936,2011/3/30,男,4,河南省,CN,29
17177,2013/2/25,男,4,上海,CN,32
44143,2013/2/25,男,4,辽宁省,CN,35
44144,2013/2/25,男,4,辽宁省,CN,38
18455,2011/12/26,男,4,广东,CN,28
19952,2012/10/11,男,4,广东,CN,38
32462,2013/3/8,男,4,河南省,CN,40
13758,2010/8/11,男,4,福建省,CN,33
35350,2011/3/11,男,4,新疆,CN,39
9502,2005/12/15,男,4,湖北,CN,42
32910,2012/2/10,男,4,深圳,CN,46
55476,2010/4/19,男,4,福建,CN,59
7233,2013/1/6,男,4,,CN,20
8871,2006/8/14,男,4,新疆,CN,60
60403,2012/4/28,男,4,新疆,CN,39
46927,2012/11/8,男,4,湖北,CN,35
2827,2007/11/9,男,4,广东,CN,44
44998,2007/5/10,女,4,新疆,CN,49
39390,2009/2/7,男,4,北京,CN,34
45456,2012/9/11,女,4,广东,CN,30
10937,2013/3/12,男,4,广东,CN,37
28187,2007/4/4,男,4,Victoria,AU,35
20640,2007/9/8,男,4,北京,CN,65
44097,2012/4/25,男,4,辽宁,CN,31
28934,2013/1/22,女,4,上海,CN,27
61466,2013/3/23,男,4,-,CN,43
42496,2012/3/26,男,4,上海,CN,32
39793,2010/7/31,男,4,广东,CN,36
21663,2009/5/6,男,4,广东,CN,34
40831,2010/11/6,男,4,湖北省,CN,46
55998,2013/1/14,男,4,河南,CN,38
15658,2012/7/7,女,4,广东,CN,24
25369,2012/12/4,男,4,辽宁,CN,30
57946,2009/7/18,男,4,贵州,CN,55
32285,2013/1/23,男,4,湖北,CN,46
47928,2007/12/16,男,4,辽宁,CN,44
5531,2011/12/31,男,4,.,KR,59
23636,2011/12/31,男,4,SEOUL,KR,60
30772,2010/5/9,女,4,GYEONGGI-DO,KR,42
49172,2011/7/28,男,4,Gyeonggi-do,KR,52
50326,2012/6/16,男,4,Seoul,KR,38
50376,2012/5/31,男,4,Gyeonggi-do,KR,52
50487,2012/2/21,女,4,Seoul,KR,52
52715,2009/10/19,男,4,INCHEON,KR,40
30533,2011/10/29,男,4,上海,CN,34
51740,2012/7/14,女,4,广东,CN,27
39794,2009/1/10,男,4,广东,CN,44
39343,2008/7/8,女,4,上海,CN,51
2601,2007/9/15,女,4,福建,CN,39
321,2012/1/9,男,4,辽宁,CN,40
50810,2012/9/13,女,4,北京,CN,52
52829,2010/9/24,男,4,chiba,JP,41
53971,2006/4/30,男,4,新疆,CN,49
61203,2012/12/17,女,4,辽宁,CN,30
50368,2011/5/24,男,4,广东,CN,32
14861,2012/7/23,男,4,江西,CN,53
12192,2008/4/18,女,4,广东,CN,39
36277,2011/9/30,男,4,北京,CN,48
36310,2011/12/22,男,4,广东,CN,47
37887,2012/12/27,男,4,北京,CN,27
47626,2007/8/12,女,4,,ID,37
40290,2009/10/10,男,4,新疆,CN,40
31019,2009/3/19,男,4,辽宁,CN,29
59031,2011/4/5,女,4,广东,CN,43
19955,2012/10/13,女,4,陕西,CN,33
25652,2013/3/19,男,4,海南,CN,25
21756,2008/10/14,男,4,湖南,CN,36
105,2010/11/19,女,4,广东,CN,35
964,2006/12/8,男,4,广东,CN,35
39533,2011/10/23,女,4,辽宁,CN,28
29005,2013/3/12,女,4,广东,CN,26
17086,2013/2/11,男,4,辽宁,CN,27
17849,2007/9/15,男,4,,CN,
43359,2012/12/22,男,4,黑龙江,CN,36
53007,2011/9/24,男,4,辽宁,CN,52
61069,2012/12/6,男,4,.,CN,49
44945,2006/4/11,男,4,,CN,44
18949,2006/8/10,女,4,河南,CN,43
18216,2010/11/25,男,4,广东,CN,35
50624,2011/12/15,男,4,广东,CN,47
34776,2011/3/30,男,4,辽宁,CN,56
36572,2006/1/6,男,4,北京,CN,38
44563,2006/5/31,男,4,辽宁,CN,39
54780,2006/6/19,男,4,北京,CN,50
49707,2010/6/7,男,4,广东,CN,54
42990,2012/8/17,男,4,香港,HK,35
61517,2013/3/25,女,4,黑龙江,CN,28
30705,2009/2/19,男,4,,HK,44
33126,2011/11/2,男,4,广东,CN,34
16534,2013/2/1,男,4,广东,CN,32
32083,2011/4/11,男,4,河南,CN,32
45464,2012/10/2,男,4,广东,CN,29
46933,2012/11/16,男,4,安徽,CN,31
46580,2011/4/25,男,4,福建,CN,34
24574,2012/9/4,女,4,北京,CN,32
40734,2012/2/6,女,4,海南,CN,31
29947,2007/12/26,男,4,湖北,CN,44
20100,2013/3/21,男,4,上海,CN,32
53715,2008/6/1,男,4,吉林,CN,45
8002,2012/4/6,女,4,辽宁,CN,50
8021,2012/7/26,女,4,辽宁省,CN,28
8055,2012/9/11,女,4,辽宁省,CN,68
13020,2009/2/16,男,4,辽宁,CN,56
17103,2012/5/28,男,4,辽宁,CN,36
25263,2012/10/12,男,4,辽宁,CN,28
26198,2012/8/10,男,4,辽宁省,CN,36
26217,2012/7/15,男,4,辽宁省,CN,47
32077,2011/2/14,女,4,北京,CN,29
35018,2012/7/5,男,4,辽宁,CN,40
35046,2012/8/31,女,4,辽宁省,CN,48
37861,2012/11/25,女,4,北京,CN,32
43977,2012/10/18,男,4,辽宁省,CN,54
44094,2012/4/20,男,4,辽宁省,CN,26
53121,2012/7/13,女,4,辽宁,CN,30
58779,2010/7/4,女,4,上海,CN,35
45543,2013/2/28,女,4,广东,CN,29
51352,2012/3/22,女,4,湖南,CN,78
13335,2010/1/7,女,4,海南,CN,49
54395,2012/3/29,男,4,上海,CN,30
5990,2012/9/25,男,4,湖北,CN,37
10679,2012/4/27,女,4,北京,CN,29
55995,2013/1/11,男,4,辽宁,CN,23
51944,2013/2/25,男,4,四川,CN,65
30420,2008/8/20,男,4,广东,CN,37
46453,2010/2/27,男,4,广东,CN,31
25385,2012/12/13,女,4,江苏,CN,47
6873,2012/11/11,男,4,贵州,CN,35
44285,2012/10/15,男,4,黑龙江,CN,42
362,2012/4/17,男,4,广东,CN,63
9043,2010/11/19,女,4,广东,CN,36
13562,2010/11/2,男,4,,MA,33
52521,2013/2/10,女,4,广东,CN,26
51379,2012/6/5,男,4,广东,CN,30
41185,2012/4/3,男,4,贵州,CN,36
57030,2008/4/18,男,4,广东,CN,46
62028,2012/5/21,男,4,辽宁省,CN,61
18127,2012/8/31,女,4,广西,CN,51
36084,2010/11/17,女,4,广东,CN,30
48682,2010/7/26,男,4,湖北,CN,44
11592,2008/3/3,男,4,广东,CN,52
50863,2012/5/21,男,4,广东,CN,35
6394,2012/6/1,男,4,辽宁,CN,44
23875,2011/12/11,女,4,KORDA,KR,44
25696,2011/5/9,男,4,北京,CN,23
36108,2010/11/25,女,4,辽宁,CN,46
47653,2007/6/28,女,4,辽宁,CN,27
37845,2012/11/10,女,4,辽宁,CN,38
51218,2012/1/19,男,4,北京,CN,29
5573,2011/11/30,男,4,广东,CN,34
29195,2005/5/28,男,4,,,50
36603,2006/3/9,男,4,,SG,67
37067,2007/2/21,男,4,福建,CN,53
20008,2012/12/19,女,4,广东,CN,43
56167,2005/3/13,男,4,广东,CN,49
56719,2007/10/1,男,4,广东,CN,53
53583,2006/7/10,女,4,山东,CN,56
451,2012/11/2,女,4,广东,CN,31
60850,2012/8/7,男,4,广东,CN,34
22848,2010/7/21,男,4,广东,CN,49
30964,2009/6/21,男,4,广东,CN,35
56943,2008/3/1,男,4,广东,CN,32
55623,2011/6/17,女,4,广东,CN,35
28495,2010/10/31,男,4,广东,CN,33
54486,2012/10/2,男,4,广东,CN,26
9049,2010/11/17,女,4,广东,CN,40
29011,2013/3/19,男,4,山东,CN,39
58960,2011/3/17,女,4,广东,CN,27
1228,2007/10/25,男,4,天津,CN,51
25281,2012/12/6,男,4,广东,CN,32
47382,2005/9/6,男,4,四川,CN,46
60097,2012/2/5,男,4,天津,CN,35
9405,2012/10/23,女,4,广东,CN,31
59440,2011/9/11,男,4,广东,CN,33
54814,2006/7/1,男,4,广东,CN,44
18582,2012/10/23,男,4,广东,CN,35
35790,2008/10/27,男,4,辽宁,CN,44
52219,2012/10/19,男,4,广东,CN,29
7406,2013/3/9,男,4,-,CN,48
10864,2012/12/27,男,4,福州,CN,27
48343,2008/9/6,女,4,广东,CN,54
54066,2010/8/26,女,4,,CA,52
37480,2010/10/13,女,4,广东省,CN,37
47020,2013/2/12,女,4,广东,CN,30
49198,2009/9/18,男,4,广东,CN,37
21413,2010/2/17,女,4,湖北,CN,42
58451,2010/1/23,男,4,广东,CN,20
31748,2010/7/23,男,4,广东省,CN,83
49825,2010/7/23,女,4,广东省,CN,83
51953,2012/8/9,男,4,SAUDIA,LA,51
21647,2008/8/23,女,4,福建,CN,46
11095,2005/3/26,男,4,海南,CN,55
4145,2011/9/8,男,4,Gyeonggi-do,KR,52
7672,2010/2/26,男,4,辽宁,CN,43
16865,2012/9/9,男,4,Seoul,KR,59
18625,2013/2/12,男,4,广东,CN,36
24555,2012/10/15,男,4,河南,CN,31
57813,2011/1/25,男,4,Vietnam,VN,47
21945,2009/7/2,男,4,广东,CN,46
28067,2007/1/10,男,4,北京,CN,49
37388,2010/1/11,女,4,广东,CN,29
47407,2005/10/5,男,4,广东,CN,37
4548,2011/11/28,男,4,广东,CN,32
21235,2008/4/25,女,4,广东,CN,37
13637,2010/6/26,女,4,,HK,49
454,2012/11/20,男,4,北京,CN,38
1210,2007/7/27,男,4,广东,CN,34
57947,2011/3/7,女,4,河南,CN,32
20426,2005/9/15,男,4,贵州,CN,44
40450,2010/8/7,女,4,,CN,47
50045,2011/5/17,男,4,湖北,CN,37
14551,2011/4/24,男,4,NH,US,23
47781,2007/10/12,男,4,上海,CN,36
13261,2009/10/8,男,4,海南,CN,40
36654,2006/4/23,男,4,,IL,78
60540,2012/4/23,男,4,浙江,CN,43
3308,2008/11/14,男,4,广东,CN,46
24207,2011/11/16,男,4,湖北,CN,45
16535,2013/2/3,男,4,四川,CN,37
4197,2009/8/9,男,4,,HK,46
29698,2007/9/2,男,4,湖北,CN,43
22155,2012/5/24,男,4,广东,CN,55
9914,2006/11/17,女,4,广东,CN,53
8980,2012/6/15,女,4,广东,CN,36
10349,2010/3/23,男,4,广东,CN,46
31699,2010/12/17,男,4,广东,CN,28
30134,2008/4/21,男,4,CB,SG,57
21102,2008/3/12,女,4,广东,CN,45
43875,2010/7/28,女,4,辽宁,CN,33
51843,2012/9/29,男,4,.,CN,28
27570,2013/2/12,男,4,河南,CN,31
50081,2011/3/8,男,4,湖北,CN,45
22258,2011/1/31,男,4,河南,CN,33
46780,2012/4/20,男,4,北京,CN,34
28510,2011/1/12,男,4,SINGAPORE,SG,48
34314,2013/1/1,女,4,广东,CN,32
38874,2007/12/17,男,4,台湾,CN,41
7961,2012/3/1,女,4,辽宁,CN,52
8551,2006/7/15,女,4,辽宁,CN,33
40901,2010/12/16,男,4,浙江,CN,52
512,2013/2/16,男,4,湖南,CN,32
5719,2012/7/26,男,4,广东,CN,43
45291,2011/7/19,男,4,北京,CN,48
22463,2010/1/11,女,4,北京,CN,30
50146,2011/3/8,男,4,广东,CN,40
57835,2009/1/16,女,4,福建,CN,38
62032,2012/10/15,男,4,辽宁,CN,38
51046,2012/1/2,男,4,江苏,CN,34
39872,2009/6/27,男,4,广东,CN,44
15730,2012/8/3,女,4,BROXELLES,BG,51
35845,2008/4/21,男,4,北京,CN,27
9358,2012/7/10,男,4,广东,CN,55
48614,2008/9/10,男,4,广东,CN,75
6853,2012/9/24,男,4,上海,CN,32
3479,2010/4/21,女,4,,HK,48
11336,2005/11/1,男,4,湖南,CN,36
62496,2005/11/4,女,4,吉林,CN,54
30408,2009/8/1,男,4,上海,CN,
33939,2012/9/13,男,4,湖南,CN,73
31072,2009/7/1,男,4,黑龙江,CN,32
29196,2005/5/30,男,4,,CN,58
6198,2012/10/1,女,4,浙江,CN,29
51206,2012/10/1,男,4,浙江,CN,38
40156,2010/7/1,女,4,广东,CN,37
38608,2007/8/17,男,4,,TW,54
36649,2006/4/3,男,4,广东,CN,36
4670,2011/1/14,男,4,香港,HK,60
53363,2010/11/15,男,4,广东,CN,38
36132,2010/12/6,男,4,广东,CN,33
16758,2009/11/19,男,4,山东省,CN,54
45781,2006/6/18,男,4,北京,CN,69
14302,2011/5/24,男,4,吉林,CN,52
9316,2012/4/12,男,4,广东,CN,40
11921,2007/11/30,男,4,广东,CN,55
5044,2012/2/12,男,4,湖北,CN,39
6930,2012/11/22,男,4,江西,CN,47
54606,2005/12/13,男,4,广东,CN,54
61581,2009/11/17,男,4,,ID,41
59995,2012/1/6,男,4,SANTIAGO,CL,47
26854,2008/10/28,女,4,吉林,CN,57
52637,2010/5/18,男,4,云南,CN,39
15549,2012/10/12,男,4,上海,CN,48
57839,2008/11/27,男,4,广东,CN,44
48567,2009/10/6,男,4,广东,CN,34
38461,2007/5/20,男,4,辽宁,CN,46
61621,2009/11/4,男,4,北京,CN,36
43751,2009/8/31,男,4,吉林,CN,39
47524,2007/5/1,男,6,北京,CN,59
14397,2012/5/13,男,4,Gwangju,KR,50
61776,2012/5/26,男,4,Seoul,KR,42
12072,2008/3/9,男,4,,HK,44
9291,2012/1/9,男,4,广东,CN,29
21376,2008/4/9,男,4,广东,CN,54
50178,2012/11/14,男,4,安徽,CN,48
