会员卡号,积分兑换次数,总精英积分,总基本积分,年平均基本积分,BEGIN_TO_FIRST,总累计积分
24949,0,0,1908,272.5714286,387,1908
36489,0,0,2671,534.2,213,12569
18050,0,0,2703,337.875,97,2703
45487,0,0,1509,251.5,147,2195
40552,0,0,2433,304.125,552,2433
35405,0,0,1540,192.5,117,1540
13770,0,0,1835,229.375,13,1835
59639,0,0,2013,251.625,200,2013
43786,0,0,2487,310.875,212,2487
15727,0,0,2673,334.125,0,2673
15582,0,0,1653,236.1428571,0,1653
40287,0,0,3199,399.875,243,3199
53326,0,0,1972,246.5,16,1972
2260,0,0,2799,349.875,576,2799
43665,0,0,2878,359.75,126,2878
43136,0,0,1710,285,35,1710
11205,0,0,2366,295.75,178,2366
40953,0,0,2570,321.25,64,2570
53000,0,0,2338,334,0,2338
24220,0,0,2786,348.25,222,2786
49189,2,0,1856,232,64,7732
7187,0,0,2449,489.8,0,2449
40516,0,0,2434,304.25,218,2434
17251,0,0,2353,470.6,79,2353
45954,0,0,2586,323.25,452,2586
553,0,0,3178,397.25,227,3178
29227,0,0,2551,318.875,86,2551
36247,0,0,2514,314.25,20,7419
40205,0,0,2261,282.625,55,2261
37026,0,0,2437,304.625,51,2437
24029,0,0,2818,352.25,0,2818
59725,0,0,1442,180.25,69,1442
15296,0,0,2224,278,253,2224
45549,0,0,3000,600,82,5858
23920,0,0,2668,333.5,41,2668
44120,0,0,1638,273,4,1638
56577,0,0,2422,302.75,98,2422
61221,0,0,2755,459.1666667,261,2755
44449,0,0,3278,409.75,695,3278
40564,0,0,2110,263.75,137,2510
59828,0,0,1780,222.5,0,1780
34842,0,0,2270,283.75,130,2270
55485,0,0,2249,281.125,17,2249
51662,0,0,1555,194.375,0,1555
30486,0,0,2177,272.125,280,2177
38942,0,0,2887,360.875,512,2887
54682,0,0,2296,287,569,2296
42430,0,0,2139,267.375,16,2139
42805,0,0,1802,300.3333333,0,1802
2128,0,0,1830,228.75,157,1830
27442,0,0,1538,192.25,65,1684
52569,0,0,2378,475.6,32,2378
5,0,0,2329,291.125,35,2329
61037,0,0,2522,420.3333333,10,2522
38201,0,0,2451,306.375,446,2451
1682,0,0,2534,316.75,249,2534
16161,0,0,2062,343.6666667,0,2062
58533,0,0,1523,190.375,1,1523
16573,0,0,3852,770.4,0,3852
17794,1,0,2253,281.625,19,2253
34055,0,0,1530,255,0,1530
35711,0,0,2996,374.5,80,2996
54123,0,0,2753,344.125,659,3475
9349,0,0,1524,217.7142857,286,1524
40375,0,0,1392,174,3,1392
50121,0,0,1767,220.875,189,1767
62007,0,0,2000,285.7142857,1,2000
4553,0,0,2260,376.6666667,0,2260
8214,0,0,2260,282.5,545,2260
24952,0,0,1842,263.1428571,52,1842
2087,0,0,2012,251.5,353,2012
21043,0,0,2573,321.625,211,2573
45231,0,0,1788,223.5,269,2119
43648,0,0,1840,230,548,1840
62737,0,0,2487,310.875,719,2487
16582,0,0,1716,343.2,0,1716
17747,0,0,2363,295.375,54,2363
55604,0,0,2402,300.25,30,2402
37120,0,0,3301,412.625,393,3301
495,0,0,1575,315,31,2749
34156,0,0,1110,222,158,1110
34914,0,0,3178,397.25,120,3178
12506,0,0,924,115.5,296,924
57052,0,0,2483,310.375,267,2483
430,0,0,1582,226,176,1582
56358,1,0,2008,251,345,2008
10201,0,0,2584,323,14,2584
13673,0,0,2508,313.5,33,3187
24355,0,0,2468,411.3333333,0,4276
30656,0,0,2584,323,15,2584
42961,0,0,2468,411.3333333,0,4276
53058,0,0,1444,180.5,570,1444
9499,3,0,1825,228.125,229,1825
27499,0,0,2307,384.5,253,2446
36447,0,0,656,109.3333333,323,10403
34056,0,0,1754,292.3333333,49,1754
42171,0,0,2230,318.5714286,1,2230
46201,0,0,2402,300.25,172,2402
15,0,0,1497,187.125,402,1497
32744,0,0,1607,200.875,0,1607
33497,0,0,2514,359.1428571,24,2514
43452,0,0,1874,374.8,0,1874
3982,0,0,2454,306.75,13,2454
1659,0,0,2971,371.375,29,2971
3765,0,0,2019,252.375,628,2019
594,0,0,1653,206.625,9,9153
23466,0,0,2055,256.875,233,2055
24289,0,0,1063,132.875,26,1063
31685,0,0,2320,290,440,2320
911,0,0,2351,293.875,139,2351
6225,0,0,2616,327,174,2616
7342,0,0,2773,554.6,1,2773
22279,0,0,2403,300.375,417,2403
61790,0,0,2673,334.125,675,2673
59255,0,0,2850,356.25,73,4350
14082,0,0,2074,259.25,56,4916
49595,0,0,1251,156.375,22,1251
32297,0,0,2668,333.5,170,2668
45067,0,0,1363,170.375,410,18539
15611,0,0,2325,290.625,4,2325
29151,0,0,2058,257.25,157,2058
1259,0,0,2871,358.875,363,2871
23107,0,0,1967,245.875,202,1967
15394,0,0,2971,371.375,7,2971
15574,0,0,3153,394.125,0,3153
2432,0,0,1832,229,82,1832
3786,1,0,2426,303.25,119,2926
6174,0,0,2743,342.875,135,2743
13852,0,0,1809,226.125,118,1809
5220,0,0,2671,333.875,6,2671
5310,0,0,2671,333.875,135,2671
6635,0,0,2671,333.875,0,2671
12509,0,0,2671,333.875,537,2671
12514,0,0,1526,190.75,104,1526
18684,0,0,1538,192.25,520,1538
25461,0,0,1526,305.2,62,1526
27599,0,0,1526,305.2,55,3921
36062,0,0,1526,190.75,22,7072
51879,0,0,1526,218,175,1526
57168,0,0,1526,190.75,239,1526
57439,0,0,1526,190.75,411,1526
58545,0,0,1526,190.75,204,1526
60179,0,0,1526,190.75,198,1526
60789,0,0,2671,381.5714286,6,2671
61403,0,0,1526,305.2,0,1526
21408,0,0,2522,315.25,320,2522
39618,1,0,2093,261.625,94,2293
60885,0,0,2108,301.1428571,20,2108
36336,0,0,2497,312.125,524,2497
51499,0,0,1961,245.125,100,1961
27275,0,0,2996,374.5,102,4749
41474,0,0,2894,361.75,40,2894
33892,0,0,2562,427,0,11362
39772,0,0,2575,321.875,91,2575
3114,0,0,2707,338.375,458,3052
14759,0,0,2952,369,328,2952
42794,0,0,2331,333,0,2331
46442,0,0,1966,245.75,279,1966
61475,0,0,2178,435.6,61,2178
28808,0,0,1405,200.7142857,436,1405
21620,0,0,1974,246.75,0,1974
45192,0,0,2400,300,6,2718
30324,0,0,2422,302.75,146,2422
49465,0,0,2582,322.75,170,2582
50063,0,0,2582,322.75,320,4175
50731,0,0,2423,302.875,164,2423
43415,0,0,2440,488,0,2440
43321,0,0,1419,283.8,0,1419
23100,0,0,1320,165,7,1320
57614,0,0,3193,399.125,415,3193
35374,0,0,2115,264.375,62,2115
7407,0,0,1721,344.2,2,1721
17239,0,0,2198,274.75,240,2198
1677,0,0,2422,302.75,62,2422
10293,0,0,2422,302.75,192,2422
26692,2,0,2422,302.75,75,16031
28490,0,0,2422,302.75,162,2422
54987,2,0,2422,302.75,9,2422
55572,0,0,2422,302.75,137,2422
49003,0,0,1635,204.375,19,1635
60958,0,0,2770,554,288,2770
22360,0,0,1660,207.5,360,1988
38620,0,0,2188,273.5,28,2188
38426,0,0,2224,278,308,2224
12753,0,0,2726,340.75,8,2726
14899,0,0,2726,340.75,221,2726
37310,0,0,2981,372.625,451,2981
16508,0,0,3102,620.4,0,3102
58200,0,0,2875,359.375,260,2875
18571,0,0,2920,486.6666667,460,2950
14206,0,0,2197,274.625,285,2197
12050,0,0,1733,216.625,91,1733
56465,0,0,1975,246.875,307,1975
31034,0,0,2745,343.125,510,2745
16712,0,0,2684,335.5,7,2684
54924,0,0,2454,306.75,114,2454
45515,0,0,2566,513.2,36,10446
5461,0,0,2072,259,179,2072
40149,0,0,2031,253.875,74,2031
11048,0,0,2099,262.375,88,2099
15444,0,0,2664,333,0,2664
30473,0,0,2435,304.375,1,2435
41639,0,0,1970,246.25,126,1970
3948,0,0,3074,384.25,618,3074
4011,0,0,2243,280.375,321,2243
60448,0,0,3111,388.875,158,3111
42090,0,0,958,119.75,31,958
36408,0,0,3096,442.2857143,7,3242
21674,0,0,1752,219,180,1752
42270,0,0,1710,213.75,176,1710
48485,0,0,1114,139.25,277,1114
19802,0,0,2576,322,126,4076
21984,0,0,1848,231,297,1848
41418,0,0,1848,264,0,1848
20988,0,0,1654,206.75,343,1654
40754,0,0,2484,310.5,400,2484
966,0,0,2109,263.625,59,2109
9264,0,0,2874,359.25,270,4787
18663,0,0,2344,293,9,2344
15876,0,0,2485,355,156,2485
26326,0,0,1681,210.125,675,1681
46038,0,0,2201,275.125,87,2201
60876,0,0,2510,358.5714286,0,2510
39010,0,0,2446,305.75,365,2446
38929,0,0,2534,316.75,14,2534
10507,1,0,2654,331.75,49,2654
37347,0,0,2630,328.75,293,2630
34653,0,0,2037,254.625,216,2037
53595,0,0,2352,294,636,2352
5625,0,0,2156,269.5,87,2156
59176,0,0,2048,256,68,3548
12283,0,0,2875,359.375,286,2875
45459,0,0,1805,257.8571429,418,2661
32978,0,0,1960,245,132,1960
36316,0,0,1832,229,391,2842
48203,0,0,2610,326.25,120,2610
56795,0,0,2000,250,84,2000
10870,0,0,1742,348.4,151,1742
44098,0,0,1286,183.7142857,4,1286
42877,0,0,2596,370.8571429,0,2596
23200,0,0,2602,325.25,77,2602
39287,0,0,2382,297.75,43,2382
23668,0,0,2370,474,0,2370
33446,0,0,2370,338.5714286,62,2370
2860,0,0,1459,182.375,47,1459
48683,0,0,1459,182.375,200,1459
50969,0,0,2290,286.25,14,2290
55103,0,0,2963,370.375,146,2963
31310,0,0,1429,178.625,59,1429
61199,0,0,1931,321.8333333,0,1931
43766,0,0,2051,256.375,9,2051
8023,0,0,2374,395.6666667,5,2374
62059,0,0,2374,339.1428571,3,2374
23168,0,0,2438,304.75,644,2438
31691,0,0,1467,183.375,120,1467
18149,0,0,1842,230.25,593,9082
4765,0,0,2606,325.75,334,2606
7312,0,0,3093,618.6,1,3593
42127,0,0,1286,160.75,119,1286
58211,0,0,2571,321.375,664,2571
36502,0,0,2090,418,160,3355
23601,0,0,1759,219.875,0,1759
26475,0,0,2368,296,381,2368
5906,0,0,2318,289.75,9,2318
5936,0,0,1348,224.6666667,30,1348
14991,0,0,1348,168.5,0,1348
41966,0,0,1348,224.6666667,0,1348
59984,0,0,1348,192.5714286,0,1348
59986,0,0,1348,168.5,0,1348
59987,0,0,1348,168.5,0,1348
20449,0,0,2276,284.5,11,2276
53046,0,0,2235,279.375,0,2235
21424,0,0,1690,211.25,307,1690
60737,0,0,1864,266.2857143,0,1864
27033,1,0,2218,277.25,114,2218
26825,0,0,2209,276.125,4,2209
27265,0,0,2638,329.75,77,7797
28914,0,0,1687,337.4,25,1687
48910,0,0,2379,297.375,18,2379
52068,0,0,2381,396.8333333,6,2381
810,0,0,2831,353.875,16,4186
1679,0,0,2500,312.5,137,2500
48585,0,0,2247,280.875,193,2247
33917,0,0,2025,337.5,0,2275
48429,0,0,2566,320.75,648,2566
19143,0,0,1754,219.25,706,1754
38187,2,0,3108,388.5,79,3108
29279,0,0,2599,324.875,101,2599
51389,0,0,2531,361.5714286,0,2531
25326,0,0,2357,392.8333333,347,2357
20313,0,0,3122,390.25,564,3122
51538,0,0,2000,400,203,2000
45534,0,0,1560,195,405,1560
47943,0,0,1878,234.75,388,1878
42313,0,0,2092,261.5,417,2092
12286,0,0,2342,292.75,111,2342
49766,0,0,2497,312.125,210,2497
25615,0,0,2052,410.4,0,2052
44180,0,0,1443,180.375,179,1443
30490,0,0,1914,239.25,160,1914
4432,0,0,1602,200.25,246,1602
20361,0,0,1602,200.25,80,1602
29607,1,0,2158,269.75,44,3176
46112,2,0,1968,246,619,1968
19092,0,0,1428,178.5,122,1428
5356,0,0,2400,300,7,2400
45270,0,0,2083,260.375,137,7485
18157,1,0,1950,243.75,76,5415
57104,0,0,3201,400.125,54,3201
27889,0,0,2442,305.25,306,2442
52384,0,0,2580,516,11,2580
52407,0,0,2829,565.8,27,2829
57827,0,0,2217,277.125,36,2217
17730,0,0,2484,310.5,311,2484
26600,0,0,2484,310.5,92,2484
56863,0,0,2484,310.5,157,2484
14976,0,0,2382,397,51,2382
10848,0,0,958,159.6666667,12,1758
27166,0,0,2429,303.625,482,3047
7299,0,0,2341,468.2,0,2341
5572,0,0,1672,209,51,1672
816,0,0,2168,271,10,2168
15992,0,0,2297,382.8333333,367,2297
10673,0,0,2894,361.75,291,2894
6993,0,0,3072,384,154,3072
25110,0,0,3072,384,185,3072
41452,0,0,2771,346.375,123,3934
53014,0,0,2815,402.1428571,0,2815
45086,0,0,1696,212,319,4213
51336,0,0,1904,238,0,1904
1331,0,0,2356,294.5,87,3128
28680,0,0,1974,246.75,26,1974
28255,0,0,1967,245.875,25,1967
62615,0,0,1967,245.875,386,1967
60939,0,0,2100,420,70,2100
38061,0,0,2068,258.5,229,2068
40591,0,0,2279,284.875,8,2279
36321,0,0,2200,275,331,5649
15963,0,0,1101,220.2,0,1101
14210,0,0,3189,398.625,94,3189
35021,0,0,2782,463.6666667,0,2782
51854,0,0,2156,308,320,2156
36609,0,0,1856,232,127,1856
20966,0,0,2054,256.75,227,2054
2253,0,0,1734,216.75,47,1734
57444,0,0,2747,343.375,652,2747
49581,0,0,2343,292.875,90,2343
13018,0,0,2621,327.625,370,3314
22406,0,0,2570,321.25,475,3070
22633,0,0,2634,329.25,15,2634
29064,0,0,2634,329.25,190,2634
29023,0,0,2526,505.2,103,2526
7642,0,0,2154,269.25,189,2154
54766,0,0,2470,308.75,2,2470
27237,0,0,2694,336.75,705,2880
35441,0,0,2608,326,506,2608
54527,0,0,1924,320.6666667,230,7115
965,0,0,1344,168,8,1344
14712,0,0,4000,500,43,4000
22156,0,0,2265,283.125,92,2265
22353,0,0,1845,230.625,89,1845
34209,0,0,2270,454,343,2370
19997,0,0,2483,413.8333333,122,3086
26225,0,0,2464,492.8,4,2464
2803,0,0,2995,374.375,329,3495
60601,0,0,1639,204.875,15,1639
49703,0,0,1837,229.625,48,1837
199,0,0,2630,328.75,673,5251
40923,0,0,1766,220.75,618,1766
48907,0,0,2335,467,0,2335
4409,0,0,1488,186,228,1488
44188,0,0,1404,175.5,19,1404
59532,0,0,2468,308.5,445,2468
4270,0,0,1833,229.125,313,1833
23996,0,0,2963,370.375,21,4463
43291,0,0,2792,465.3333333,0,2792
12432,0,0,2722,340.25,72,2722
45565,0,0,2743,342.875,244,2743
49316,0,0,3044,380.5,295,3044
45146,0,0,2026,253.25,183,4055
5457,0,0,1857,232.125,115,1857
31306,0,0,3162,395.25,25,3162
41447,0,0,1697,212.125,271,1697
47992,0,0,2039,254.875,73,2039
34012,0,0,1344,224,0,1344
25986,0,0,1915,239.375,268,1915
37027,0,0,2671,333.875,653,2671
56701,0,0,1572,196.5,500,1572
49990,0,0,3328,416,329,3328
1424,0,0,2586,323.25,243,2586
38898,0,0,1850,231.25,531,1850
53419,0,0,1229,175.5714286,79,1229
18010,0,0,1310,163.75,290,1310
4885,0,0,1363,170.375,92,1363
1268,0,0,2799,349.875,445,2799
44423,0,0,1914,239.25,147,1914
5823,0,0,2312,289,0,2312
59916,0,0,1695,211.875,78,1695
45408,0,0,2011,251.375,481,2011
10445,0,0,1231,153.875,31,1231
42744,0,0,3454,431.75,59,3454
48320,0,0,1615,201.875,603,1615
41751,0,0,2234,279.25,4,2234
30949,0,0,2345,293.125,20,2345
50050,0,0,2627,328.375,469,2627
56484,0,0,2373,296.625,8,2373
39724,0,0,2218,277.25,558,2218
28670,0,0,2828,353.5,141,2828
61297,0,0,1993,332.1666667,42,1993
34598,0,0,1999,249.875,31,11196
11971,0,0,2561,320.125,290,2561
19652,0,0,2753,344.125,40,2753
19020,0,0,2797,349.625,165,2797
19011,0,0,1992,249,42,1992
22605,0,0,1256,157,84,1256
26657,3,0,2732,341.5,59,2732
59432,0,0,2500,312.5,17,2500
53504,5,0,2242,280.25,121,3742
5817,0,0,2386,298.25,16,2386
24591,0,0,2386,298.25,41,2386
25484,0,0,2034,406.8,0,2034
43487,0,0,2034,406.8,0,2034
43979,0,0,2386,298.25,0,2386
56047,0,0,2386,477.2,35,2386
12132,0,0,2606,325.75,19,2606
27114,0,0,3113,389.125,547,4113
21729,0,0,1678,209.75,365,1678
25050,0,0,2037,339.5,0,2037
25410,0,0,2037,407.4,0,2037
8747,0,0,2196,274.5,532,2196
16784,0,0,1900,237.5,8,1900
32965,0,0,1234,205.6666667,481,1234
46323,0,0,2430,303.75,676,2430
15529,0,0,1430,178.75,26,1430
28326,0,0,2284,285.5,359,2284
49845,0,0,2519,314.875,63,5719
7325,0,0,2081,416.2,0,2081
4014,0,0,1426,178.25,590,1426
7374,0,0,2668,533.6,0,2668
22446,0,0,2910,363.75,42,2910
31081,0,0,2910,363.75,19,2910
50543,0,0,2910,363.75,40,2910
26298,0,0,1680,210,480,2180
14385,0,0,2239,279.875,26,2239
391,0,0,886,126.5714286,182,9554
39571,0,0,2156,269.5,414,2156
42187,0,0,2841,355.125,86,2841
30199,0,0,1415,176.875,189,1415
32613,0,0,1861,232.625,271,2661
16437,0,0,2152,307.4285714,0,2152
9103,0,0,2447,305.875,138,6180
26202,0,0,2152,307.4285714,1,2152
33814,0,0,1526,218,0,1526
3667,0,0,2392,299,169,2392
60593,0,0,1248,156,0,1248
48847,0,0,1181,147.625,433,1181
14760,0,0,1718,214.75,135,1718
44896,0,0,1591,198.875,9,1591
16293,0,0,2584,430.6666667,0,2584
10635,0,0,2931,366.375,29,2931
11838,0,0,2377,297.125,1,2377
51777,0,0,1749,291.5,1,1749
1654,0,0,2238,279.75,4,2238
13542,0,0,1851,231.375,108,1851
35460,0,0,1912,239,135,2071
56854,0,0,2544,318,171,2544
36722,2,0,2480,310,125,2480
5930,0,0,2199,314.1428571,0,2199
30472,0,0,2318,289.75,132,2318
43722,0,0,1556,194.5,386,1556
55069,0,0,1435,179.375,172,1435
50420,0,0,2486,497.2,0,2486
29200,0,0,1544,193,81,1544
62789,0,0,1447,180.875,3,1447
7937,0,0,1572,224.5714286,95,1572
12060,0,0,1572,196.5,363,1572
25228,0,0,1572,262,0,1572
37929,0,0,2753,550.6,20,2753
39835,0,0,1572,196.5,395,1572
6808,0,0,1623,231.8571429,4,1623
5477,0,0,1252,156.5,86,1252
6750,0,0,2878,411.1428571,0,2878
25626,0,0,1808,361.6,100,1808
51407,0,0,1970,246.25,11,1970
33421,0,0,1749,349.8,14,1749
18417,0,0,1469,183.625,81,5505
37783,0,0,2700,385.7142857,30,2700
26170,0,0,2307,288.375,511,2307
36217,0,0,2830,353.75,465,8073
46064,0,0,2509,313.625,375,2509
55543,0,0,2128,266,221,2128
20562,0,0,1468,183.5,95,1890
50998,0,0,2500,312.5,90,2500
4357,0,0,3178,397.25,159,3178
60977,0,0,1813,259,0,1813
43198,0,0,2263,377.1666667,0,2263
26093,0,0,2723,340.375,41,2723
46858,0,0,2264,323.4285714,0,2264
1558,0,0,2434,304.25,52,2434
51666,0,0,2227,318.1428571,0,2227
13107,0,0,927,115.875,575,927
18901,0,0,2643,330.375,696,2643
55027,0,0,855,106.875,196,855
48515,0,0,1587,198.375,334,1587
30460,0,0,1225,153.125,162,1225
20785,0,0,3153,394.125,573,3153
15869,0,0,2594,432.3333333,0,2594
26058,0,0,2252,281.5,504,2252
36220,0,0,1802,225.25,175,1802
11803,0,0,2147,268.375,440,2147
41146,0,0,2499,312.375,44,2499
57871,0,0,1738,217.25,25,1738
35266,0,0,2745,343.125,48,2745
36009,0,0,2563,320.375,110,2563
14878,0,0,2179,363.1666667,0,2179
30897,0,0,2451,306.375,147,13140
44938,0,0,2251,281.375,207,2251
22580,0,0,2278,284.75,30,2278
19866,0,0,2414,344.8571429,130,2414
30968,0,0,1169,146.125,319,1169
54190,0,0,2985,373.125,168,5827
56503,0,0,2671,333.875,696,2671
21410,0,0,2895,361.875,442,2895
11761,0,0,1828,228.5,105,1828
10209,1,0,2514,314.25,210,2514
16299,0,0,2514,419,0,2514
43826,0,0,1830,228.75,350,1830
7562,0,0,1411,176.375,149,1411
60291,0,0,1897,237.125,62,1897
18605,0,0,1648,274.6666667,220,4607
60753,0,0,2391,298.875,142,2391
4708,0,0,1897,237.125,43,1897
61806,0,0,2196,274.5,57,2196
22524,0,0,2632,329,464,2632
21503,0,0,2591,323.875,380,2591
41497,0,0,2432,304,61,3932
41360,0,0,1726,287.6666667,0,1726
34031,0,0,2513,418.8333333,66,2713
41451,0,0,2010,251.25,314,4184
50734,0,0,2416,302,113,2416
45753,0,0,2392,299,326,2392
22073,0,0,1470,183.75,456,1470
21068,1,0,1941,242.625,6,1941
55267,0,0,2497,312.125,645,2497
52164,0,0,1693,282.1666667,80,1693
1724,0,0,2228,278.5,311,2228
14577,0,0,2584,323,20,4692
27475,0,0,2392,341.7142857,425,4631
28964,0,0,1176,235.2,7,1176
5916,0,0,2432,304,4,3932
40206,1,0,2619,327.375,258,2619
58669,0,0,2146,268.25,220,2146
33075,0,0,1971,246.375,97,1971
29114,2,0,3167,395.875,13,3167
26278,0,0,1667,208.375,152,1667
35669,0,0,2037,254.625,514,2037
52686,0,0,2037,254.625,545,2037
8037,0,0,2338,334,2,2338
37665,0,0,2908,363.5,29,2908
47292,0,0,1596,199.5,667,1596
31467,0,0,2910,363.75,578,2910
41268,0,0,1044,208.8,0,1044
54189,0,0,2290,286.25,113,2290
48365,0,0,1697,212.125,60,1697
59369,0,0,2490,355.7142857,0,2990
62021,0,0,2522,315.25,1,2522
40932,0,0,1850,231.25,451,2669
33903,0,0,2370,395,22,2370
49525,0,0,1766,252.2857143,0,1766
60419,0,0,1383,172.875,0,1383
59242,0,0,2264,283,134,2264
50336,0,0,1865,233.125,349,1865
31171,0,0,2512,314,22,2512
49866,0,0,1799,224.875,83,1799
59505,0,0,2222,317.4285714,0,2222
61720,0,0,1472,184,139,2092
58369,0,0,2072,259,78,2072
62244,0,0,1114,222.8,0,2228
1883,0,0,1807,301.1666667,209,1807
28171,0,0,2247,280.875,149,2247
644,0,0,2492,311.5,15,2492
47567,0,0,2532,316.5,569,2532
9089,0,0,2055,256.875,331,2564
9936,0,0,3153,394.125,563,3153
44103,0,0,275,34.375,51,275
50860,0,0,1663,207.875,225,2619
18602,0,0,1548,258,4,4553
8260,0,0,3328,416,674,3328
57462,0,0,2034,254.25,4,2034
7459,0,0,2921,584.2,153,2921
30133,0,0,2437,304.625,189,2437
50337,0,0,2661,532.2,0,2661
17401,0,0,1810,258.5714286,140,1810
8588,0,0,2037,254.625,479,2037
14519,0,0,1185,148.125,172,1185
25864,0,0,1354,169.25,28,1354
24537,0,0,2610,326.25,4,2610
34222,0,0,2409,481.8,0,2409
1132,0,0,2922,365.25,20,4422
51613,0,0,2195,313.5714286,59,2195
5172,0,0,2156,269.5,150,2156
27588,0,0,1548,193.5,123,1548
9769,0,0,1654,206.75,173,1654
32338,0,0,2179,272.375,386,2179
32983,0,0,1538,307.6,0,1538
58048,0,0,2823,352.875,55,2823
21037,0,0,3090,386.25,563,3090
10441,0,0,2188,273.5,27,2188
36518,0,0,2396,299.5,664,4078
34270,0,0,2338,467.6,0,2338
25242,0,0,1822,364.4,3,1822
11610,0,0,1488,186,109,1488
33689,0,0,2044,292,0,2044
54074,1,0,1242,155.25,45,4009
17373,0,0,1168,146,685,1168
47961,0,0,2577,322.125,554,2577
20358,0,0,1915,239.375,444,1915
22750,0,0,2512,314,146,2512
53048,0,0,2312,289,9,2312
51325,0,0,1960,245,0,13941
36618,0,0,2226,278.25,515,2226
49290,0,0,1876,234.5,446,1876
1976,0,0,2003,400.6,191,2003
50252,0,0,1992,249,1,1992
59968,0,0,1992,284.5714286,0,1992
44790,0,0,2160,270,110,2160
40737,0,0,2956,369.5,128,2956
41951,0,0,1342,167.75,347,1342
32507,0,0,1813,226.625,74,1813
44848,0,0,2273,284.125,143,2273
21433,0,0,1997,249.625,298,1997
19009,0,0,2130,266.25,400,2130
24787,0,0,2451,306.375,0,2451
51694,0,0,2341,334.4285714,0,2341
15576,0,0,2044,255.5,0,2044
35238,0,0,2043,408.6,0,2043
16503,0,0,2408,481.6,0,2408
120,0,0,2896,362,30,8650
34242,0,0,2112,422.4,0,3382
22013,0,0,2587,323.375,79,2587
36951,0,0,1840,230,116,1840
51430,0,0,763,95.375,2,763
25119,0,0,2726,389.4285714,0,2726
8075,0,0,2441,406.8333333,0,2441
5343,0,0,1974,394.8,1,1974
57745,0,0,2402,300.25,107,2402
3135,0,0,1634,204.25,75,1634
19704,0,0,2395,299.375,298,2395
59574,0,0,2772,346.5,1,2772
44652,0,0,2007,250.875,232,2007
32178,0,0,1584,198,134,1584
1804,0,0,2278,325.4285714,35,2654
47486,0,0,2833,354.125,603,2833
37190,0,0,1815,226.875,89,1815
32553,0,0,2483,310.375,0,2483
42762,0,0,2391,341.5714286,0,2391
54443,0,0,2320,331.4285714,9,3923
37166,0,0,2235,279.375,399,2235
61900,0,0,1538,192.25,70,1538
41773,0,0,2237,279.625,69,3624
11567,0,0,2067,258.375,41,2067
8796,0,0,2506,313.25,45,2506
21687,0,0,2207,275.875,427,2207
35318,0,0,2790,348.75,14,2790
47820,0,0,2208,276,176,2208
40648,0,0,2433,304.125,123,2608
5075,0,0,2197,274.625,8,2197
17078,0,0,2801,350.125,437,2801
267,0,0,1276,159.5,378,5739
36483,0,0,2530,506,94,3565
35508,0,0,1822,227.75,378,1822
20986,0,0,1877,234.625,663,1877
59469,0,0,1864,310.6666667,2,1864
16210,0,0,2377,396.1666667,117,2377
16543,0,0,2198,439.6,2,2198
51123,0,0,2055,256.875,14,2478
19429,0,0,1558,194.75,177,1558
32359,0,0,1302,162.75,159,1302
56975,0,0,1302,162.75,1,1302
43603,0,0,1970,394,175,1970
51634,0,0,985,140.7142857,0,985
39339,0,0,1645,205.625,6,1645
8131,0,0,2216,277,124,2216
7435,0,0,1676,335.2,0,1676
6150,0,0,2586,323.25,0,2586
31742,0,0,2596,324.5,94,2596
37170,0,0,0,0,553,0
10904,0,0,2308,461.6,362,2308
35057,0,0,2233,319,24,2233
43178,0,0,1881,313.5,20,1881
44191,0,0,1881,235.125,414,1881
24323,0,0,2088,298.2857143,537,2088
30634,0,0,2505,313.125,83,2505
55352,0,0,2753,344.125,294,2753
45423,0,0,2111,301.5714286,142,2111
57846,0,0,1864,233,60,1864
48261,0,0,2913,364.125,134,2913
9531,0,0,1459,182.375,9,1459
57442,0,0,2178,272.25,307,3097
20042,0,0,2946,589.2,20,2946
58823,0,0,1657,207.125,87,1657
174,0,0,2409,301.125,462,3469
47958,0,0,2894,361.75,323,2894
24992,0,0,1875,312.5,0,1875
29956,0,0,2508,313.5,21,2508
28478,0,572,1908,238.5,609,16729
45511,0,0,2348,469.6,116,3711
9838,0,0,2325,290.625,181,2325
3727,0,0,2325,290.625,664,2325
10101,0,0,2500,312.5,95,2500
17608,0,0,1832,229,138,1832
12350,0,0,638,79.75,610,638
53181,0,0,3102,387.75,532,3102
45287,4,378,2527,315.875,61,46990
48142,0,0,2720,340,416,2720
54679,0,0,1967,245.875,25,1967
41654,0,0,2842,355.25,36,2842
60357,0,0,2095,299.2857143,0,2995
37626,0,0,2039,254.875,33,2039
8275,0,0,1456,182,21,1456
525,0,0,2120,265,147,3776
59622,0,0,1506,188.25,234,1506
5520,0,0,2058,257.25,0,2058
40210,0,0,2844,355.5,188,2844
36059,0,0,1459,182.375,540,1731
14911,0,0,1486,185.75,3,1486
42454,0,0,2704,386.2857143,5,2704
46378,0,0,1721,215.125,178,1721
5546,0,0,1998,249.75,431,1998
21940,0,0,3128,391,343,3128
24590,0,0,1461,182.625,0,1461
46658,0,0,1697,212.125,6,1697
49278,0,0,3057,382.125,313,3057
45130,0,0,1848,231,493,9461
46277,0,0,1784,223,26,1784
1313,0,0,2571,321.375,106,2571
49850,0,0,2659,332.375,140,2659
9252,0,0,1658,207.25,366,1791
46735,0,0,2807,350.875,522,5069
